Wall time,Step,Value
1540781726,2213,0.965850055
1540781726,2233,0.965472937
1540781727,2238,0.963986814
1540781727,2239,0.966025651
1540781727,2244,0.956669569
1540781727,2259,0.96269834
1540781727,2264,0.962347031
1540781727,2283,0.961980462
1540781728,2299,0.964092374
1540781728,2309,0.968416214
1540781728,2321,0.969620407
1540781729,2347,0.966075122
1540781729,2356,0.961751819
1540781730,2391,0.964086175
1540781730,2392,0.961427569
1540781730,2394,0.959693849
1540781731,2438,0.967957079
1540781731,2446,0.972282529
1540781731,2455,0.958144069
1540781732,2457,0.955471694
1540781732,2462,0.957310557
1540781732,2487,0.960808277
1540781732,2488,0.963164926
1540781732,2498,0.96006912
1540781732,2500,0.961562276
1540781732,2505,0.965207279
1540781733,2519,0.965015769
1540781733,2525,0.967547476
1540781733,2534,0.959491968
1540781734,2549,0.958811581
1540781734,2555,0.955719411
1540781735,2608,0.975493908
1540781737,2687,0.973822296
1540781737,2692,0.963529468
1540781737,2705,0.970779598
1540781738,2742,0.972026944
1540781738,2756,0.97221446
1540781739,2791,0.962092936
1540781741,2874,0.964927018
1540781741,2898,0.948597431
1540781742,2922,0.959391296
1540781743,2969,0.968115747
1540781743,2977,0.965305865
1540781744,3013,0.951872051
1540781744,3032,0.958463132
1540781745,3040,0.953147769
1540781745,3043,0.959079087
1540781746,3101,0.96013546
1540781746,3157,0.9607476
1540781747,3163,0.953695357
1540781747,3179,0.96336472
1540781747,3197,0.953343928
1540781747,3198,0.953322053
1540781748,3232,0.950256824
1540781748,3242,0.951845407
1540781748,3245,0.954035938
1540781748,3246,0.955507338
1540781748,3248,0.956617177
1540781748,3249,0.957830489
1540781749,3274,0.971806407
1540781749,3307,0.955308914
1540781750,3347,0.963957787
1540781751,3378,0.966030538
1540781752,3405,0.960442305
1540781752,3410,0.959878743
1540781752,3432,0.968354046
1540781753,3451,0.968637228
1540781753,3466,0.965613246
1540781753,3482,0.974067092
1540781754,3511,0.959115982
1540781754,3514,0.957648635
1540781755,3539,0.969743788
1540781757,3602,0.969444513
1540781757,3620,0.963538289
1540781757,3622,0.964684725
1540781757,3624,0.965457082
1540781757,3630,0.968684852
1540781758,3658,0.968522966
1540781758,3672,0.970914304
1540781759,3728,0.966130376
1540781759,3732,0.967314065
1540781760,3743,0.968963206
1540781761,3795,0.96318078
1540781762,3816,0.956658423
1540781762,3821,0.949673772
1540781762,3823,0.957673252
1540781762,3833,0.957465768
1540781763,3866,0.963514864
1540781764,3878,0.957392991
1540781765,3930,0.960437596
1540781765,3941,0.956570804
1540781765,3958,0.9610039
1540781766,3986,0.954585731
1540781767,4024,0.961778224
1540781767,4035,0.959137082
1540781767,4038,0.962554753
1540781769,4095,0.960134923
1540781769,4100,0.968151748
1540781769,4111,0.96599555
1540781771,4184,0.961253881
1540781771,4195,0.97442013
1540781771,4196,0.970728099
1540781771,4198,0.971758544
1540781771,4203,0.973368704
1540781771,4204,0.969781816
1540781772,4229,0.970778286
1540781772,4234,0.965842783
1540781772,4237,0.960974395
1540781772,4245,0.969723165
1540781772,4265,0.962520421
1540781772,4268,0.959974229
1540781773,4284,0.966806829
1540781773,4306,0.966624975
1540781773,4319,0.967899859
1540781774,4321,0.96337384
1540781775,4371,0.971147239
1540781776,4395,0.965532064
1540781776,4402,0.971459329
1540781776,4408,0.967938423
1540781776,4432,0.972723365
1540781777,4435,0.967568457
1540781778,4494,0.965484798
1540781778,4511,0.972525597
1540781779,4532,0.958283246
1540781780,4580,0.96235168
1540781780,4583,0.962538779
1540781780,4599,0.958596647
1540781781,4630,0.961028934
1540781782,4658,0.968050897
1540781782,4666,0.967432559
1540781782,4670,0.970163763
1540781782,4678,0.967356741
1540781784,4715,0.965582609
1540781784,4720,0.966388941
1540781785,4752,0.964660585
1540781785,4760,0.965814471
1540781785,4769,0.963798702
1540781785,4790,0.957151294
1540781785,4802,0.967345536
1540781785,4804,0.969018638
1540781786,4842,0.967811823
1540781786,4854,0.966971219
1540781787,4896,0.969837964
1540781789,4964,0.976671338
1540781789,4973,0.972574413
1540781789,4976,0.974381804
1540781790,5052,0.966215193
1540781790,5054,0.966853023
1540781790,5055,0.970167696
1540781791,5108,0.972515345
1540781791,5128,0.972259462
1540781792,5136,0.975226283
1540781792,5184,0.965599239
1540781793,5202,0.970160365
1540781793,5210,0.966122746
1540781793,5241,0.965066791
1540781794,5291,0.96502322
1540781795,5331,0.945888996
1540781795,5347,0.96329689
1540781795,5361,0.947434664
1540781796,5422,0.969088435
1540781797,5444,0.971647263
1540781797,5497,0.964452386
1540781798,5517,0.963328123
1540781798,5519,0.967483282
1540781798,5551,0.960486054
1540781798,5575,0.968251467
1540781799,5589,0.962378383
1540781799,5632,0.965981305
1540781800,5660,0.961907268
1540781800,5662,0.961801171
1540781800,5666,0.971126854
1540781800,5681,0.961989939
1540781801,5722,0.955480278
1540781801,5725,0.957654476
1540781802,5778,0.960010171
1540781802,5809,0.961882353
1540781802,5810,0.957881629
1540781802,5827,0.952970505
1540781803,5830,0.957543612
1540781803,5864,0.971225858
1540781803,5866,0.966536701
1540781804,5873,0.967375875
1540781804,5909,0.959024787
1540781805,5930,0.968241632
1540781806,5954,0.966402352
1540781806,5959,0.972793579
1540781806,5965,0.971924067
1540781807,5992,0.962308824
1540781807,6012,0.962404609
1540781807,6017,0.953512371
1540781808,6032,0.956714809
1540781808,6037,0.961784065
1540781808,6080,0.973737538
1540781809,6105,0.959690928
1540781809,6107,0.955474675
1540781809,6123,0.965748847
1540781809,6133,0.964067519
1540781811,6183,0.955289423
1540781811,6202,0.951173007
1540781811,6215,0.95794189
1540781811,6221,0.924601436
1540781811,6234,0.958993435
1540781812,6291,0.952350974
1540781813,6314,0.95917207
1540781813,6319,0.960605443
1540781813,6343,0.962334096
1540781813,6354,0.964980066
1540781813,6365,0.966977894
1540781814,6378,0.954528093
1540781814,6402,0.970034957
1540781815,6497,0.966065943
1540781815,6498,0.964771867
1540781816,6502,0.970544696
1540781816,6522,0.973473132
1540781816,6523,0.974563301
1540781816,6532,0.973160863
1540781817,6576,0.964728117
1540781817,6583,0.965961993
1540781817,6586,0.963748813
1540781817,6605,0.956075132
1540781818,6659,0.970221579
1540781818,6668,0.965977132
1540781818,6670,0.963847756
1540781818,6674,0.964580536
1540781818,6680,0.963600576
1540781818,6683,0.960152328
1540781818,6690,0.963582575
1540781818,6698,0.969057918
1540781819,6701,0.967115104
1540781819,6713,0.960979104
1540781819,6740,0.964850247
1540781819,6744,0.970314741
1540781819,6755,0.965697467
1540781821,6834,0.967621803
1540781821,6848,0.968972385
1540781821,6856,0.973054171
1540781821,6870,0.971629739
1540781821,6871,0.971341789
1540781822,6936,0.956777811
1540781822,6965,0.965433955
1540781823,6968,0.959254503
1540781823,6994,0.96654743
1540781823,7016,0.962129056
1540781824,7041,0.967554092
1540781824,7093,0.952882946
1540781825,7108,0.954898298
1540781825,7116,0.969050765
1540781825,7139,0.960960746
1540781826,7157,0.959944904
1540781826,7197,0.975165129
1540781827,7218,0.96108216
1540781827,7249,0.971633792
1540781828,7302,0.964300454
1540781828,7313,0.964414418
1540781829,7331,0.961782992
1540781829,7341,0.973680794
1540781829,7342,0.971625209
1540781829,7361,0.969571292
1540781830,7384,0.973805308
1540781830,7403,0.965006113
1540781831,7442,0.957793891
1540781831,7445,0.962466121
1540781831,7452,0.960531473
1540781832,7462,0.964232862
1540781832,7465,0.961675763
1540781832,7470,0.964896321
1540781832,7480,0.969929516
1540781833,7513,0.961601377
1540781833,7532,0.964143634
1540781834,7611,0.972363353
1540781835,7646,0.973172426
1540781835,7663,0.958493531
1540781835,7678,0.957035899
1540781835,7689,0.970538437
1540781836,7695,0.973691702
1540781836,7720,0.967422545
1540781836,7725,0.965872347
1540781836,7730,0.970621228
1540781836,7748,0.972738326
1540781837,7759,0.968097985
1540781837,7762,0.960415304
1540781837,7782,0.968152881
1540781837,7790,0.966393173
1540781837,7800,0.969978809
1540781838,7835,0.967695653
1540781838,7840,0.969999433
1540781839,7901,0.96807158
1540781839,7902,0.969701946
1540781839,7934,0.976053298
1540781840,7985,0.965713859
1540781840,7993,0.969495535
1540781841,8028,0.963535249
1540781841,8039,0.960400283
1540781842,8051,0.959592164
1540781842,8068,0.953397512
1540781843,8128,0.966917038
1540781844,8152,0.974427044
1540781844,8182,0.964376092
1540781844,8186,0.960409999
1540781845,8200,0.949743509
1540781845,8217,0.966065824
1540781845,8223,0.968619645
1540781846,8265,0.966296375
1540781846,8281,0.973581076
1540781846,8292,0.972624123
1540781846,8301,0.95603919
1540781847,8309,0.969696105
1540781847,8329,0.957799554
1540781847,8334,0.966391683
1540781847,8336,0.96683979
1540781847,8342,0.961205542
1540781847,8362,0.963987172
1540781848,8365,0.961777866
1540781848,8370,0.959893823
1540781848,8379,0.965042293
1540781850,8469,0.970205724
1540781850,8470,0.968497634
1540781850,8472,0.969795585
1540781851,8500,0.960865617
1540781851,8505,0.966506243
1540781851,8510,0.972828209
1540781851,8525,0.971744955
1540781853,8568,0.975549757
1540781853,8575,0.968403518
1540781853,8594,0.962882757
1540781853,8603,0.96842581
1540781854,8636,0.974383533
1540781854,8637,0.972257674
1540781854,8646,0.976778209
1540781855,8684,0.969133198
1540781855,8692,0.966400087
1540781856,8697,0.97252506
1540781856,8729,0.966891348
1540781857,8776,0.965866923
1540781858,8780,0.97177875
1540781858,8803,0.970223248
1540781859,8821,0.963575184
1540781859,8824,0.966399431
1540781859,8845,0.967923701
1540781859,8856,0.965011239
1540781860,8880,0.968087316
1540781860,8887,0.963813722
1540781860,8904,0.965429008
1540781860,8906,0.969184995
1540781860,8909,0.974567115
1540781861,8930,0.953608274
1540781861,8932,0.960860193
1540781861,8937,0.964875817
1540781861,8948,0.961089015
1540781861,8960,0.958858132
1540781862,8977,0.960015059
1540781862,8995,0.972177148
1540781862,9001,0.975601792
1540781863,9011,0.968025208
1540781863,9030,0.960353494
1540781864,9057,0.968020737
1540781864,9065,0.966527939
1540781864,9086,0.967257202
1540781865,9107,0.96446389
1540781866,9157,0.966358304
1540781866,9164,0.968763709
1540781867,9218,0.964115143
1540781867,9228,0.963229597
1540781867,9235,0.960519373
1540781868,9262,0.966555536
1540781868,9283,0.96003443
1540781869,9293,0.971479654
1540781869,9309,0.975689292
1540781870,9318,0.966345668
1540781870,9350,0.964968383
1540781871,9371,0.962754011
1540781872,9414,0.949368954
1540781872,9417,0.945996225
1540781872,9437,0.965344548
1540781873,9444,0.95442009
1540781873,9470,0.967833877
1540781874,9540,0.955108523
1540781875,9549,0.96432656
1540781875,9556,0.967891872
1540781875,9569,0.968904138
1540781876,9591,0.970455706
1540781876,9602,0.96305573
1540781876,9613,0.96511811
1540781877,9629,0.965310276
1540781877,9653,0.96631968
1540781877,9659,0.962953091
1540781877,9682,0.974093497
1540781878,9700,0.972466707
1540781879,9761,0.964753211
1540781879,9770,0.966314733
1540781880,9814,0.971123099
1540781881,9842,0.958831072
1540781881,9845,0.958987832
1540781881,9885,0.958377361
1540781882,9909,0.95301646
1540781883,9974,0.939719975
1540781885,10052,0.971556306
1540781885,10057,0.978028953
1540781885,10060,0.979295552
1540781886,10074,0.969798803
1540781886,10086,0.97068882
1540781886,10109,0.965785205
1540781887,10115,0.960676908
1540781887,10130,0.966956258
1540781887,10136,0.96247077
1540781887,10146,0.961698174
1540781887,10170,0.959244132
1540781888,10187,0.964954913
1540781888,10209,0.963324785
1540781889,10247,0.972693384
1540781889,10258,0.971026301
1540781890,10278,0.963449419
1540781890,10285,0.964744508
1540781890,10290,0.97023809
1540781892,10368,0.959127903
1540781893,10398,0.96715951
1540781893,10401,0.966184258
1540781893,10416,0.963873506
1540781893,10422,0.969267786
1540781894,10427,0.963384986
1540781894,10456,0.976371646
1540781894,10470,0.965599358
1540781894,10481,0.966142654
1540781895,10491,0.961947381
1540781895,10495,0.964599371
1540781895,10496,0.958764434
1540781895,10524,0.967492938
1540781895,10533,0.967688322
1540781895,10556,0.966818273
1540781896,10557,0.967011452
1540781896,10569,0.958276749
1540781896,10600,0.976795673
1540781896,10609,0.962437928
1540781897,10626,0.965598524
1540781897,10631,0.967914224
1540781897,10640,0.969764531
1540781897,10648,0.972471774
1540781897,10656,0.970587969
1540781897,10673,0.966828465
1540781898,10703,0.96736145
1540781898,10713,0.968666196
1540781899,10750,0.967306018
1540781899,10759,0.965535879
1540781899,10760,0.962732315
1540781899,10782,0.967419922
1540781899,10789,0.967975438
1540781900,10817,0.966418684
1540781900,10827,0.961136162
1540781900,10832,0.958974719
1540781900,10843,0.957837462
1540781900,10852,0.962221682
1540781901,10866,0.965975344
1540781901,10904,0.970506012
1540781901,10907,0.975686431
1540781902,10941,0.970868528
1540781902,10945,0.967327476
1540781902,10968,0.960925162
1540781902,10974,0.963240325
1540781902,10976,0.968818426
1540781903,11010,0.965296149
1540781903,11016,0.966426551
1540781903,11022,0.959491611
1540781903,11024,0.962969482
1540781903,11035,0.965451658
1540781903,11040,0.973220825
1540781904,11054,0.96329689
1540781904,11063,0.968260527
1540781904,11079,0.968532026
1540781904,11104,0.958508074
1540781905,11123,0.967952192
1540781905,11132,0.971040368
1540781905,11150,0.968015075
1540781906,11177,0.95197314
1540781906,11200,0.971764743
1540781906,11202,0.966660678
1540781906,11203,0.965307117
1540781907,11262,0.963673294
1540781907,11265,0.963502228
1540781907,11274,0.967619359
1540781908,11312,0.96568048
1540781908,11343,0.961236894
1540781909,11363,0.965321004
1540781909,11382,0.96058929
1540781910,11413,0.959959507
1540781910,11421,0.963173926
1540781910,11457,0.96314764
1540781911,11474,0.966115892
1540781911,11494,0.961132169
1540781911,11522,0.965076447
1540781911,11525,0.96793133
1540781911,11532,0.967891514
1540781912,11534,0.967898369
1540781912,11551,0.966542482
1540781912,11559,0.964250147
1540781912,11568,0.96155405
1540781912,11583,0.961081147
1540781913,11599,0.966512203
1540781913,11638,0.962287307
1540781913,11650,0.964790821
1540781913,11652,0.965386808
1540781913,11662,0.965242863
1540781914,11673,0.960210025
1540781914,11687,0.973152518
1540781914,11689,0.970753551
1540781914,11706,0.966526985
1540781914,11725,0.968998015
1540781915,11761,0.967543066
1540781915,11788,0.961577117
1540781915,11794,0.963478029
1540781915,11803,0.970356464
1540781916,11833,0.967185259
1540781916,11856,0.963558793
1540781916,11857,0.967202902
1540781917,11875,0.968477786
1540781917,11903,0.96863246
1540781917,11908,0.970200777
1540781918,11935,0.969863474
1540781918,11948,0.975690484
1540781918,11950,0.974371791
1540781918,11951,0.975372136
1540781918,11971,0.963298678
1540781918,11976,0.960732639
1540781919,11990,0.962721348
1540781919,12000,0.97248739
1540781919,12005,0.970689714
1540781919,12012,0.962699056
1540781919,12031,0.966643274
1540781920,12043,0.9659639
1540781920,12078,0.967686832
1540781921,12140,0.961886466
1540781922,12155,0.962333322
1540781922,12166,0.968794286
1540781922,12170,0.966641545
1540781922,12186,0.975933254
1540781923,12219,0.974052072
1540781923,12228,0.971476316
1540781923,12272,0.969925761
1540781924,12292,0.972395301
1540781924,12295,0.974516809
1540781924,12311,0.966843069
1540781924,12327,0.965483665
1540781926,12398,0.961152673
1540781926,12407,0.95456934
1540781927,12438,0.966564357
1540781928,12457,0.961414993
1540781928,12460,0.961559057
1540781928,12482,0.94512558
1540781930,12547,0.973406613
1540781930,12555,0.960868835
1540781931,12576,0.964893818
1540781931,12598,0.963002145
1540781932,12627,0.969505072
1540781933,12673,0.965792716
1540781934,12701,0.954033315
1540781935,12760,0.969663858
1540781936,12776,0.969092488
1540781936,12807,0.963651299
1540781936,12815,0.971845627
1540781937,12836,0.970227778
1540781937,12861,0.973760426
1540781937,12866,0.978530645
1540781937,12879,0.974973857
1540781938,12892,0.978955626
1540781938,12898,0.972725153
1540781939,12940,0.967284441
1540781939,12941,0.968993485
1540781939,12961,0.967598855
1540781941,13019,0.968155384
1540781941,13036,0.966940403
1540781942,13063,0.969666481
1540781942,13064,0.968012333
1540781942,13072,0.970239341
1540781942,13084,0.970697522
1540781942,13096,0.962959826
1540781943,13111,0.969227314
1540781943,13115,0.964396
1540781943,13132,0.966631949
1540781944,13150,0.964621663
1540781944,13168,0.961211979
1540781944,13183,0.960859478
1540781944,13193,0.961623192
1540781944,13196,0.959476411
1540781945,13208,0.969486117
1540781945,13209,0.967850029
1540781945,13213,0.965039253
1540781945,13241,0.959286928
1540781946,13267,0.970485568
1540781947,13300,0.972522557
1540781947,13315,0.962854266
1540781948,13351,0.972753465
1540781950,13404,0.969972551
1540781950,13408,0.958663046
1540781950,13428,0.962879241
1540781951,13477,0.968920827
1540781952,13503,0.963686109
1540781952,13506,0.966620922
1540781953,13548,0.966182768
1540781954,13599,0.975813806
1540781954,13614,0.971519589
1540781954,13622,0.971493185
1540781955,13628,0.968116403
1540781956,13678,0.967321396
1540781956,13681,0.967849135
1540781956,13684,0.969202638
1540781956,13697,0.96648556
1540781957,13724,0.964800894
1540781957,13749,0.972624302
1540781957,13756,0.969597399
1540781958,13778,0.963861644
1540781958,13799,0.971323192
1540781958,13812,0.968772888
1540781959,13847,0.966874063
1540781960,13870,0.970203161
1540781960,13873,0.968246877
1540781960,13886,0.965461791
1540781960,13890,0.967717648
1540781962,13939,0.968454003
1540781962,13940,0.968483627
1540781962,13959,0.971364737
1540781962,13962,0.972078025
1540781963,13971,0.97165364
1540781963,13972,0.968238294
1540781963,13978,0.971306205
1540781963,13998,0.977070928
1540781963,14000,0.972364962
1540781964,14018,0.968414485
1540781965,14082,0.957182705
1540781965,14088,0.963449538
1540781965,14122,0.970012605
1540781966,14163,0.970360398
1540781967,14191,0.965625465
1540781967,14223,0.962661386
1540781967,14229,0.966653347
1540781968,14252,0.975210965
1540781969,14289,0.967049658
1540781969,14290,0.970344722
1540781969,14296,0.966697335
1540781969,14305,0.970211923
1540781970,14322,0.972169042
1540781970,14334,0.96744889
1540781970,14340,0.966864526
1540781971,14360,0.97234726
1540781971,14364,0.969094515
1540781971,14388,0.96088922
1540781971,14399,0.959990084
1540781972,14449,0.961044312
1540781973,14473,0.964065135
1540781973,14496,0.969203413
1540781974,14532,0.970835626
1540781975,14556,0.969602346
1540781975,14558,0.975377917
1540781975,14559,0.973152637
1540781977,14619,0.97895354
1540781977,14634,0.959826469
1540781977,14640,0.962483287
1540781978,14670,0.961863995
1540781978,14679,0.959490299
1540781978,14683,0.963268459
1540781978,14689,0.96442914
1540781978,14705,0.968819559
1540781979,14748,0.961327434
1540781980,14760,0.966360211
1540781980,14781,0.963691831
1540781980,14782,0.959510148
1540781980,14786,0.961140871
1540781980,14790,0.965290487
1540781980,14794,0.962542713
1540781981,14811,0.960021913
1540781981,14817,0.94853878
1540781981,14821,0.951144099
1540781981,14848,0.962523401
1540781982,14875,0.969099402
1540781983,14894,0.968026757
1540781983,14926,0.959068954
1540781983,14927,0.960037053
1540781983,14928,0.956220865
1540781984,14952,0.970721304
1540781984,14966,0.966983259
1540781985,15017,0.969174564
1540781985,15029,0.969018519
1540781987,15092,0.9589867
1540781988,15134,0.967612267
1540781988,15138,0.970564485
1540781988,15182,0.96655786
1540781989,15201,0.961256504
1540781989,15238,0.961587489
1540781990,15268,0.974334121
1540781990,15275,0.972674727
1540781990,15285,0.971181154
1540781991,15303,0.968609571
1540781991,15326,0.958311558
1540781991,15343,0.960227311
1540781991,15349,0.968230247
1540781991,15356,0.966456175
1540781992,15403,0.97421658
1540781992,15408,0.971235633
1540781993,15424,0.960669637
1540781993,15430,0.960448921
1540781993,15440,0.968672812
1540781993,15458,0.967191339
1540781993,15465,0.967767835
1540781994,15475,0.968728602
1540781994,15477,0.967170179
1540781994,15490,0.971603453
1540781994,15509,0.971876502
1540781995,15529,0.959652126
1540781995,15540,0.967166901
1540781997,15587,0.959899962
1540781997,15599,0.962422848
1540781997,15610,0.973500967
1540781998,15674,0.968897045
1540781999,15705,0.962170184
1540782000,15742,0.973221481
1540782000,15766,0.972079515
1540782000,15775,0.968723953
1540782000,15781,0.972970545
1540782000,15796,0.968987763
1540782001,15813,0.96293962
1540782001,15827,0.961876154
1540782001,15830,0.961207747
1540782002,15849,0.95870477
1540782002,15868,0.968975782
1540782004,15948,0.974505424
1540782004,15981,0.962421417
1540782004,15989,0.969871342
1540782004,15995,0.968493879
1540782005,16019,0.975288272
1540782005,16020,0.973071933
1540782005,16027,0.966320217
1540782005,16058,0.960705161
1540782006,16085,0.959306121
1540782006,16097,0.958529115
1540782006,16114,0.956596613
1540782006,16118,0.960790217
1540782007,16177,0.967012823
1540782007,16190,0.966279805
1540782007,16200,0.960430443
1540782007,16204,0.9634462
1540782008,16210,0.964151144
1540782008,16229,0.966579616
1540782008,16251,0.961596787
1540782008,16264,0.961013198
1540782009,16323,0.960915327
1540782010,16345,0.962082386
1540782010,16349,0.964939475
1540782010,16351,0.968788505
1540782010,16352,0.970347166
1540782010,16362,0.974695504
1540782010,16382,0.96558696
1540782011,16408,0.957493663
1540782011,16442,0.961731136
1540782012,16451,0.962079942
1540782013,16507,0.974266529
1540782013,16561,0.960506976
1540782014,16587,0.962122381
1540782014,16592,0.966102064
1540782014,16612,0.965957046
1540782015,16663,0.966052115
1540782015,16667,0.968668997
1540782016,16699,0.952763557
1540782016,16748,0.965894163
1540782017,16768,0.951047063
1540782017,16800,0.964134276
1540782018,16810,0.971444607
1540782018,16811,0.963362634
1540782018,16836,0.969216824
1540782018,16841,0.970672309
1540782018,16845,0.968073726
1540782018,16859,0.963900268
1540782019,16901,0.963743508
1540782020,16926,0.961857021
1540782021,17001,0.97076571
1540782023,17068,0.968001425
1540782023,17099,0.966595531
1540782024,17133,0.972576559
1540782024,17134,0.970631421
1540782025,17156,0.975149751
1540782026,17194,0.966041982
1540782026,17199,0.964003921
1540782026,17204,0.962123871
1540782026,17214,0.968419611
1540782026,17241,0.959293604
1540782026,17242,0.960239232
1540782026,17249,0.963692665
1540782027,17263,0.966964304
1540782027,17274,0.968527198
1540782027,17292,0.965072572
1540782027,17294,0.965927541
1540782028,17317,0.958647728
1540782028,17318,0.961220443
1540782028,17319,0.960410893
1540782028,17322,0.964373946
1540782028,17341,0.96239537
1540782029,17376,0.968401194
1540782029,17389,0.96729058
1540782029,17393,0.96311903
1540782029,17406,0.969222605
1540782029,17407,0.970737875
1540782030,17417,0.965591192
1540782030,17428,0.964559019
1540782030,17438,0.9645468
1540782030,17446,0.958261609
1540782031,17456,0.966599941
1540782032,17505,0.963441074
1540782032,17513,0.962628901
1540782032,17517,0.964844882
1540782033,17545,0.961599946
1540782033,17559,0.966049075
1540782033,17565,0.966476202
1540782033,17579,0.978216708
1540782033,17581,0.977667987
1540782034,17588,0.972464025
1540782034,17592,0.973874271
1540782034,17595,0.975313723
1540782034,17596,0.977782369
1540782034,17600,0.972821414
1540782034,17625,0.961344421
1540782034,17635,0.968906879
1540782034,17639,0.96630609
1540782035,17655,0.968370497
1540782035,17669,0.973916829
1540782036,17705,0.970259845
1540782036,17706,0.973233879
1540782036,17713,0.974554002
1540782036,17724,0.966311991
1540782037,17735,0.965850294
1540782037,17754,0.966357768
1540782037,17773,0.966181993
1540782037,17774,0.964876294
1540782038,17779,0.969164193
1540782038,17806,0.968788564
1540782039,17824,0.965671837
1540782039,17844,0.964138031
1540782041,17955,0.955082893
1540782041,17964,0.96528393
1540782042,17980,0.96582973
1540782042,17983,0.966027379
1540782042,17992,0.958621979
1540782043,18020,0.969432771
1540782043,18054,0.958046377
1540782043,18055,0.954429209
1540782043,18064,0.966268897
1540782044,18067,0.967378795
1540782044,18106,0.966391921
1540782045,18121,0.976470292
1540782045,18131,0.971242726
1540782045,18146,0.970590651
1540782045,18148,0.967272162
1540782046,18156,0.967933536
1540782046,18172,0.965036869
1540782046,18173,0.962283194
1540782046,18192,0.958038568
1540782047,18216,0.95755291
1540782047,18227,0.962322354
1540782047,18238,0.969898939
1540782048,18266,0.964051902
1540782048,18278,0.966606736
1540782049,18320,0.972970903
1540782049,18323,0.976217687
1540782050,18364,0.971413314
1540782050,18372,0.969282985
1540782052,18453,0.966935635
1540782052,18454,0.968679547
1540782054,18541,0.960459828
1540782054,18549,0.967159629
1540782055,18593,0.968519568
1540782055,18594,0.970105112
1540782056,18645,0.965992689
1540782056,18654,0.963186681
1540782056,18674,0.962566733
1540782057,18705,0.973568976
1540782057,18715,0.963323891
1540782057,18722,0.92666018
1540782057,18727,0.931099236
1540782057,18750,0.952881157
