Wall time,Step,Value
1540782054,18541,1.75861156
1540782054,18549,1.920841098
1540782055,18593,1.705067873
1540782055,18594,1.756011248
1540782056,18645,1.768333316
1540782056,18654,1.751560211
1540782056,18674,2.027381659
1540782057,18705,2.012754917
1540782057,18715,1.848325253
1540782057,18722,2.215418816
1540782057,18727,2.062015295
1540782057,18750,2.087894917
